1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,,,,,,,,
2014,Texas,Big 12,YES,Lost,YES,NO,6,7,0.462,34.9,16.1238,5,4,56%,-0.7,23.9,22.6,14.6,23.3,15.7,21.4,23.8,-2.4,50,50,68.66,337.3,4.92,32.2,199.9,6.2,58.1,11,116.15,14,36.46,137.38,3.77,18,14,39,13,37,0,0,310,23.8,549,2136,3.89,17,42.23,164.31,419,247,58.9,2395,5.7,13,15,110.04,32.2,184.2,2136,2395,968,4531,4.68,348.5,39,763,19.56,0,3,58.7,22,177,8.05,0,1.7,13.6,15,451,30.07,1,1.2,34.7,33,336,10.18,0,2.5,25.8,21,14,66.7,1.6,1.1,0,0,7,15,22,14,11,25,-3,-0.23,77,664,5.9,51.1,65%,46%,5551381,6.5,291854,20,9,112508162,38425938,74082224,"Public, 4-year or above",,,,,,,,
2014,Oklahoma State,Big 12,YES,Won,YES,YES,7,6,0.538,32.3,17.3774,4,5,44%,-4.6,21.6,27.4,14.0,32.0,11.4,27.6,31.2,-3.6,50,15,69.72,378.8,5.43,30.8,242.2,7.9,55.4,17,128.49,19,38.92,136.62,3.51,18,22,51,17,47,1,0,406,31.2,517,2117,4.09,24,39.77,162.85,453,275,60.7,3499,7.7,23,12,137.04,34.8,269.2,2117,3499,970,5616,5.79,432,50,1024,20.48,2,3.8,78.8,30,293,9.77,1,2.3,22.5,56,1178,21.04,2,4.3,90.6,25,79,3.16,0,1.9,6.1,28,22,78.6,2.2,1.7,6,0.46,2,12,14,5,17,22,-8,-0.62,79,700,6.1,53.8,66%,66%,2753262,6.5,292148,20,9,48635619,22228460,26407159,"Public, 4-year or above",,,,,,,,
2014,Texas Tech,Big 12,YES,No Appearance,NO,NO,4,8,0.333,31,10.323,2,7,22%,-10.8,19.2,30.5,9.8,41.3,15.5,30.5,41.3,-10.8,50,50,76.18,504.1,6.62,46.6,351.1,7.5,59.4,18,139.87,40,29.58,153,5.17,8,10,63,18,61,0,1,495,41.3,600,3114,5.19,36,50,259.5,386,228,59.1,3038,7.9,27,6,145.15,32.2,253.2,3114,3038,986,6152,6.24,512.7,45,840,18.67,0,3.8,70,18,65,3.61,0,1.5,5.4,35,734,20.97,0,2.9,61.2,14,50,3.57,0,1.2,4.2,14,10,71.4,1.2,0.8,0,0,9,6,15,10,18,28,-13,-1.08,112,1070,9.3,89.2,48%,48%,3283260,5.5,180144,18.5,13,38260292,16002110,22258182,"Public, 4-year or above",,,,,,,,
2014,Kansas,Big 12,YES,No Appearance,NO,NO,3,9,0.25,31.7,7.925,1,8,11%,-15.4,21.9,17.8,11.4,33.3,14.4,17.8,33.3,-15.5,50,50,70.13,324.1,4.62,31.3,202.9,6.5,54.3,13,114.04,14,38.83,121.17,3.12,11,9,47,24,45,0,0,399,33.3,466,2516,5.4,22,38.83,209.67,399,233,58.4,2922,7.3,22,9,133.6,33.3,243.5,2516,2922,865,5438,6.29,453.2,44,876,19.91,0,3.7,73,14,174,12.43,1,1.2,14.5,30,807,26.9,2,2.5,67.3,32,261,8.16,1,2.7,21.8,15,9,60,1.3,0.8,2,0.17,12,9,21,5,13,18,3,0.25,76,669,6.3,55.8,0%,0%,6002709,4.5,227462,17.5,11,23177772,14844645,8333127,"Public, 4-year or above",,,,,,,,
2014,Iowa State,Big 12,YES,No Appearance,NO,NO,2,10,0.167,31,5.177,0,9,0%,-15.7,18.0,23.2,11.5,38.8,11.8,23.2,38.8,-15.6,50,50,76,372.5,4.9,42.5,248.4,5.8,55.3,11,113.67,21,33.5,124.08,3.7,12,11,58,21,55,0,0,466,38.8,521,2955,5.67,35,43.42,246.25,451,280,62.1,3392,7.5,20,10,135.47,37.6,282.7,2955,3392,972,6347,6.53,528.9,30,619,20.63,0,2.5,51.6,14,156,11.14,1,1.2,13,40,718,17.95,1,3.3,59.8,18,67,3.72,0,1.5,5.6,14,11,78.6,1.2,0.9,0,0,6,10,16,5,11,16,0,0,51,490,4.3,40.8,39%,39%,3781852,4.5,226153,17.5,9,30968258,14461263,16506995,"Public, 4-year or above",,,,,,,,
2014,Ohio State,Big Ten (East),YES,Won,YES,YES,14,1,0.933,41.5,38.7195,9,0,100%,21.2,20.4,44.1,13.0,22.9,10.0,44.8,22,22.8,5,1,73.3,511.6,6.98,27.3,247.1,9.1,63.6,12,167.73,42,46,264.47,5.75,41,13,43,10,42,0,0,330,22,537,2120,3.95,24,35.8,141.33,495,276,55.8,3016,6.1,17,25,108.17,33,201.1,2120,3016,1032,5136,4.98,342.4,39,886,22.72,0,2.6,59.1,40,451,11.28,1,2.7,30.1,70,1207,17.24,0,4.7,80.5,10,58,5.8,0,0.7,3.9,20,13,65,1.3,0.9,1,0.07,8,25,33,14,12,26,7,0.47,84,711,5.6,47.4,85%,93%,8773761,14,220593,32.5,9,65773860,23381516,42392344,"Public, 4-year or above",,,,,,,,
2014,Michigan State,Big Ten (East),YES,Won,YES,YES,11,2,0.846,37.1,31.3866,7,1,88%,23.2,23.2,43.1,13.4,19.9,14.7,43,21.5,21.5,8,5,76.49,500.8,6.55,30.8,265.6,8.6,59,9,148.47,26,45.69,235.15,5.15,44,14,36,9,31,3,0,280,21.5,363,1150,3.17,18,27.92,88.46,444,234,52.7,2955,6.7,17,18,113.13,34.2,227.3,1150,2955,807,4105,5.09,315.8,36,865,24.03,1,2.8,66.5,22,127,5.77,0,1.7,9.8,51,1144,22.43,0,3.9,88,18,190,10.56,1,1.4,14.6,22,14,63.6,1.7,1.1,2,0.15,16,18,34,6,9,15,19,1.46,80,754,6.2,58,66%,71%,6676983,9,190749,26.7,13,52793124,26678123,26115001,"Public, 4-year or above",,,,,,,,
2014,Maryland,Big Ten (East),YES,Lost,YES,NO,7,6,0.538,33,17.754,4,4,50%,0.2,23.7,29.1,12.4,28.9,15.3,28.5,30.2,-1.7,50,50,65.12,342.1,5.26,32.2,220.2,6.8,54.5,14,120.38,19,32.92,121.85,3.7,21,18,46,23,45,0,1,392,30.2,584,2625,4.49,24,44.92,201.92,456,253,55.5,3046,6.7,19,9,121.39,35.1,234.3,2625,3046,1040,5671,5.45,436.2,42,1073,25.55,1,3.2,82.5,22,274,12.45,2,1.7,21.1,45,1029,22.87,0,3.5,79.2,31,325,10.48,0,2.4,25,19,18,94.7,1.5,1.4,3,0.23,13,9,22,8,14,22,0,0,77,677,5.9,52.1,49%,40%,5877945,7,164207,23,9,21716970,15398021,6318949,"Public, 4-year or above",,,,,,,,
2014,Rutgers,Big Ten (East),YES,Won,YES,YES,8,5,0.615,30.2,18.573,3,5,38%,-5.3,23.3,25.6,15.2,30.9,14.2,26.7,30.2,-3.5,50,50,65.12,390,5.99,27.5,227.4,8.3,55.7,13,138.34,22,37.62,162.62,4.32,21,16,51,13,47,0,0,392,30.2,499,2760,5.53,32,38.38,212.31,402,241,60,2996,7.5,18,7,133.86,30.9,230.5,2760,2996,901,5756,6.39,442.8,47,1107,23.55,0,3.6,85.2,7,58,8.29,0,0.5,4.5,51,1143,22.41,0,3.9,87.9,27,191,7.07,0,2.1,14.7,21,16,76.2,1.6,1.2,6,0.46,11,7,18,7,13,20,-2,-0.15,61,545,4.7,41.9,61%,61%,5532039,8,130775,21.25,13,20812200,19218208,1593992,"Public, 4-year or above",,,,,,,,
2014,Michigan,Big Ten (East),YES,No Appearance,NO,NO,5,7,0.417,30.4,12.6768,3,5,38%,-1.5,21.1,20.9,14.2,22.4,11.1,20.9,22.4,-1.5,50,50,62.62,333,5.32,27.2,170.2,6.3,58,18,109.68,10,35.42,162.83,4.6,17,15,31,18,29,0,0,269,22.4,440,1412,3.21,13,36.67,117.67,343,205,59.8,2324,6.8,14,5,127.24,28.6,193.7,1412,2324,783,3736,4.77,311.3,23,457,19.87,0,1.9,38.1,14,88,6.29,1,1.2,7.3,29,620,21.38,0,2.4,51.7,21,266,12.67,1,1.8,22.2,21,15,71.4,1.8,1.3,2,0.17,5,5,10,8,18,26,-16,-1.33,42,381,3.5,31.8,68%,0%,10756235,13,189944,31,13,91383749,26755732,64628017,"Public, 4-year or above",,,,,,,,
2014,Penn State,Big Ten (East),YES,Won,YES,YES,7,6,0.538,28.7,15.4406,2,6,25%,2.1,17.8,19.8,11.3,17.7,10.2,20.6,18.6,2,50,50,72.89,335.3,4.6,38.2,233.4,6.1,55.5,15,109.4,13,34.69,101.92,2.94,13,24,27,18,24,0,1,242,18.6,443,1306,2.95,14,34.08,100.46,406,215,53,2317,5.7,10,16,101.15,31.2,178.2,1306,2317,849,3623,4.27,278.7,35,731,20.89,0,2.7,56.2,19,130,6.84,0,1.5,10,36,940,26.11,1,2.8,72.3,21,94,4.48,0,1.6,7.2,29,24,82.8,2.2,1.8,0,0,5,16,21,11,15,26,-5,-0.38,75,600,5.8,46.2,60%,54%,8259475,12.5,153089,34.5,9,68018381,31488036,36530345,"Public, 4-year or above",,,,,,,,
2014,Indiana,Big Ten (East),YES,No Appearance,NO,NO,4,8,0.333,27.2,9.0576,1,7,13%,-7.8,18.8,25.1,12.3,32.8,14.8,25.1,32.8,-7.7,50,50,71.02,405,5.7,26.1,141.4,5.4,53.7,9,100.84,7,44.92,263.58,5.87,29,14,48,20,46,0,0,394,32.8,450,2192,4.87,22,37.5,182.67,440,271,61.6,3013,6.8,24,13,131.2,36.7,251.1,2192,3013,890,5205,5.85,433.8,48,903,18.81,0,4,75.3,17,88,5.18,0,1.4,7.3,24,550,22.92,0,2,45.8,18,195,10.83,1,1.5,16.3,22,14,63.6,1.8,1.2,2,0.17,4,13,17,10,9,19,-2,-0.17,78,728,6.5,60.7,27%,27%,6801310,8.5,140358,24.5,9,26237689,17652439,8585250,"Public, 4-year or above",,,,,,,,
2014,Wisconsin,Big Ten (West),YES,Won,YES,YES,11,3,0.786,34.7,27.2742,7,2,78%,20.8,19.3,37.5,15.4,16.8,9.7,34.6,20.8,13.8,14,11,69.29,468.9,6.77,23,148.7,6.5,55,16,114.71,15,46.29,320.14,6.92,46,19,35,15,32,2,0,291,20.8,492,1765,3.59,19,35.14,126.07,347,170,49,2352,6.8,15,6,116.74,24.8,168,1765,2352,839,4117,4.91,294.1,31,671,21.65,0,2.2,47.9,25,277,11.08,0,1.8,19.8,63,1254,19.9,0,4.5,89.6,18,145,8.06,0,1.3,10.4,22,19,86.4,1.6,1.4,2,0.14,11,6,17,10,16,26,-9,-0.64,65,607,4.6,43.4,50%,0%,5840378,9.5,158453,26.82,13,47284723,31282929,16001794,"Public, 4-year or above",,,,,,,,
2014,Nebraska,Big Ten (West),YES,Lost,YES,NO,9,4,0.692,32.3,22.3516,5,3,63%,12.6,21.9,37.4,11.1,24.8,13.3,37.8,26.4,11.4,22,11,72.75,452.3,6.22,27.6,212.1,7.7,52.9,12,132.81,24,45.15,240.23,5.32,35,15,44,11,44,0,1,343,26.4,488,2312,4.74,25,37.54,177.85,441,214,48.5,2676,6.1,15,13,104.82,33.9,205.8,2312,2676,929,4988,5.37,383.7,43,894,20.79,0,3.3,68.8,39,620,15.9,3,3,47.7,59,1248,21.15,1,4.5,96,16,143,8.94,1,1.2,11,22,15,68.2,1.7,1.2,6,0.46,10,13,23,13,12,25,-2,-0.15,75,655,5.8,50.4,54%,0%,5417579,7.5,195452,22.5,13,60164128,23844466,36319662,"Public, 4-year or above",,,,,,,,
2014,Minnesota,Big Ten (West),YES,Lost,YES,NO,8,5,0.615,34.8,21.402,5,3,63%,5.9,16.1,29.3,11.3,23.4,9.3,28.4,24.2,4.2,50,22,65.58,357.3,5.45,19.5,141.8,7.3,50,9,119.48,12,46.08,215.46,4.68,32,12,40,12,38,0,0,314,24.2,476,2271,4.77,18,36.62,174.69,406,233,57.4,2515,6.2,20,15,118.3,31.2,193.5,2271,2515,882,4786,5.43,368.2,36,825,22.92,1,2.8,63.5,24,210,8.75,1,1.8,16.2,30,566,18.87,0,2.3,43.5,22,119,5.41,0,1.7,9.2,18,12,66.7,1.4,0.9,3,0.23,15,15,30,11,9,20,10,0.77,69,605,5.3,46.5,61%,49%,4809511,10,184336,26,9,39820826,27756655,12064171,"Public, 4-year or above",,,,,,,,
2014,Iowa,Big Ten (West),YES,Lost,YES,NO,7,6,0.538,30.4,16.3552,4,4,50%,4.3,18.4,28.3,10.6,24.0,13.0,28.2,25.6,2.6,50,50,73.14,400.1,5.47,33.6,237,7.1,60.6,7,132.52,21,39.54,163.08,4.12,22,12,41,16,37,1,0,333,25.6,495,2188,4.42,19,38.08,168.31,352,189,53.7,2287,6.5,18,13,117.75,27.1,175.9,2188,2287,847,4475,5.28,344.2,42,869,20.69,0,3.2,66.8,24,123,5.13,2,1.8,9.5,25,370,14.8,0,1.9,28.5,15,227,15.13,1,1.2,17.5,17,12,70.6,1.3,0.9,2,0.15,3,13,16,15,7,22,-6,-0.46,46,384,3.5,29.5,55%,58%,6156088,8.5,214148,25.5,13,53624529,24134459,29490070,"Public, 4-year or above",,,,,,,,
2014,Illinois,Big Ten (West),YES,Lost,YES,NO,6,7,0.462,30.1,13.9062,3,5,38%,-7.3,18.0,26.6,11.8,33.9,11.7,25.9,34,-8.1,50,50,67.97,367.2,5.41,36.2,249.8,6.9,61.1,12,131.54,25,31.77,117.46,3.7,16,9,56,15,53,3,1,442,34,617,3109,5.04,31,47.46,239.15,370,214,57.8,2824,7.6,20,7,136.01,28.5,217.2,3109,2824,987,5933,6.01,456.4,40,778,19.45,0,3.1,59.8,21,191,9.1,0,1.6,14.7,27,629,23.3,1,2.1,48.4,22,174,7.91,0,1.7,13.4,17,9,52.9,1.3,0.7,1,0.08,12,7,19,10,12,22,-3,-0.23,79,669,6.1,51.5,45%,32%,6401822,8,153801,22,13,30323995,16559019,13764976,"Public, 4-year or above",,,,,,,,
2014,Northwestern,Big Ten (West),YES,No Appearance,NO,NO,5,7,0.417,27,11.259,3,5,38%,-2.2,18.7,23.0,11.1,25.2,15.4,23,25.2,-2.2,50,50,78.4,353.1,4.5,37.9,216.5,5.7,57.4,14,106.42,10,40.5,136.58,3.37,20,14,39,11,35,0,0,302,25.2,481,2039,4.24,18,40.08,169.92,397,220,55.4,2572,6.5,17,15,116.41,33.1,214.3,2039,2572,878,4611,5.25,384.3,40,808,20.2,1,3.3,67.3,10,136,13.6,1,0.8,11.3,35,682,19.49,1,2.9,56.8,27,202,7.48,1,2.3,16.8,18,14,77.8,1.5,1.2,6,0.5,12,15,27,9,14,23,4,0.33,61,522,5.1,43.5,53%,53%,8979927,8.5,155293,21,13,31483008,22642960,8840048,"Private nonprofit, 4-year or above",,,,,,,,
2014,Purdue,Big Ten (West),YES,No Appearance,NO,NO,3,9,0.25,27.8,6.95,1,7,13%,-7.8,14.9,23.8,12.0,31.7,8.7,23.8,31.7,-7.9,50,50,69.7,344.6,4.95,36.2,187.4,5.2,53.7,16,102.02,16,33.5,157.17,4.69,17,16,48,16,44,0,0,380,31.7,504,2305,4.57,27,42,192.08,390,223,57.2,2687,6.9,18,10,125.16,32.5,223.9,2305,2687,894,4992,5.58,416,49,959,19.57,0,4.1,79.9,16,237,14.81,0,1.3,19.8,37,731,19.76,0,3.1,60.9,16,182,11.38,1,1.3,15.2,20,16,80,1.7,1.3,1,0.08,9,10,19,8,16,24,-5,-0.42,60,518,5,43.2,40%,17%,6547982,7.5,168363,24,13,19785663,15328708,4456955,"Public, 4-year or above",,,,,,,,
2014,Marshall,CUSA (East),NO,Won,YES,YES,13,1,0.929,23.9,22.2031,8,1,89%,26.0,14.5,46.7,11.7,20.7,15.5,45.6,21,24.6,50,18,73.73,559.2,7.59,33.8,287.3,8.5,59,13,152.83,40,39.93,271.93,6.81,40,17,36,15,31,1,0,294,21,590,2243,3.8,15,42.14,160.21,466,254,54.5,2756,5.9,21,13,113.48,33.3,196.9,2243,2756,1056,4999,4.73,357.1,44,1083,24.61,1,3.1,77.4,32,264,8.25,1,2.3,18.9,56,1182,21.11,0,4,84.4,12,129,10.75,0,0.9,9.2,21,17,81,1.5,1.2,4,0.29,9,13,22,11,13,24,-2,-0.14,119,1124,8.5,80.3,62%,62%,3371823,5.39,86518,16.88,13,8643638,8251837,391801,"Public, 4-year or above",,,,,,,,
2014,Middle Tennessee,CUSA (East),NO,No Appearance,NO,NO,6,6,0.5,20.9,10.45,5,3,63%,0.1,21.1,31.6,14.8,31.5,11.3,31.6,31.5,0.1,50,50,72.77,431.3,5.93,28.6,217.5,7.6,65.3,13,138,17,44.17,213.83,4.84,31,9,48,15,43,0,1,378,31.5,505,2191,4.34,19,42.08,182.58,422,259,61.4,3236,7.7,26,13,139.95,35.2,269.7,2191,3236,927,5427,5.85,452.3,36,808,22.44,0,3,67.3,21,272,12.95,2,1.8,22.7,56,1175,20.98,0,4.7,97.9,19,122,6.42,0,1.6,10.2,15,9,60,1.3,0.8,4,0.33,7,13,20,11,13,24,-4,-0.33,78,710,6.5,59.2,51%,51%,4410049,5.19,96813,17,13,9040369,9040369,0,"Public, 4-year or above",,,,,,,,
2014,Western Kentucky,CUSA (East),NO,Won,YES,YES,8,5,0.615,22.5,13.8375,4,4,50%,4.8,22.7,44.0,15.9,39.3,16.6,44.4,39.9,4.5,50,50,75.8,534.6,7.05,42.8,374.3,8.7,67.9,10,166.68,49,33,160.31,4.86,21,16,70,11,66,0,0,519,39.9,576,2870,4.98,33,44.31,220.77,420,267,63.6,3759,9,33,13,158.49,32.3,289.2,2870,3759,996,6629,6.66,509.9,54,1166,21.59,1,4.2,89.7,10,80,8,0,0.8,6.2,81,1638,20.22,3,6.2,126,14,90,6.43,0,1.1,6.9,21,16,76.2,1.6,1.2,0,0,10,13,23,8,10,18,5,0.38,76,743,5.8,57.2,62%,62%,3888984,5.5,91477,20,9,7786215,7786215,0,"Public, 4-year or above",,,,,,,,
2014,UAB,CUSA (East),NO,No Appearance,NO,NO,6,6,0.5,23.9,11.95,4,4,50%,3.3,22.0,33.2,13.1,29.9,11.9,33.2,29.9,3.3,50,50,78.38,431.8,5.51,27.3,219.8,8,61.9,12,139.21,17,51.08,212.08,4.15,27,13,49,8,41,0,0,359,29.9,474,2101,4.43,18,39.5,175.08,384,204,53.1,2772,7.2,24,9,129.71,32,231,2101,2772,858,4873,5.68,406.1,47,1323,28.15,4,3.9,110.3,32,305,9.53,0,2.7,25.4,36,902,25.06,1,3,75.2,23,189,8.22,1,1.9,15.8,17,13,76.5,1.4,1.1,2,0.17,10,9,19,9,12,21,-2,-0.17,77,674,6.4,56.2,,,4058861,6,98125,17.5,9,8980301,8956079,24222,"Public, 4-year or above",,,,,,,,
2014,Old Dominion,CUSA (East),NO,No Appearance,NO,NO,6,6,0.5,22.1,11.05,4,4,50%,-5.3,15.4,32.7,10.6,38.0,15.9,32.7,38,-5.3,50,50,68.62,441.9,6.44,38.2,292.5,7.7,63.3,16,142.33,30,30.42,149.42,4.91,22,6,61,9,59,2,0,456,38,552,2670,4.84,30,46,222.5,334,229,68.6,2756,8.3,26,5,160.57,27.8,229.7,2670,2756,886,5426,6.12,452.2,42,690,16.43,0,3.5,57.5,12,112,9.33,1,1,9.3,49,1123,22.92,1,4.1,93.6,11,243,22.09,3,0.9,20.3,10,6,60,0.8,0.5,1,0.08,14,5,19,4,16,20,-1,-0.08,44,439,3.7,36.6,72%,72%,,,,,,,,,#N/A,,,,,,,,
2014,Florida International,CUSA (East),NO,No Appearance,NO,NO,4,8,0.333,19.9,6.6267,3,5,38%,-1.8,20.2,23.0,12.4,24.8,13.4,23,24.8,-1.8,50,50,67.67,293.2,4.33,27,168,6.2,52.8,10,114.15,15,40.67,125.17,3.08,11,15,37,12,36,0,2,298,24.8,474,1925,4.06,18,39.5,160.42,338,181,53.6,2440,7.2,17,14,122.51,28.2,203.3,1925,2440,812,4365,5.38,363.8,33,759,23,0,2.8,63.3,21,382,18.19,1,1.8,31.8,48,964,20.08,0,4,80.3,33,241,7.3,0,2.8,20.1,21,15,71.4,1.8,1.3,1,0.08,19,14,33,12,10,22,11,0.92,84,673,7,56.1,37%,21%,3214585,4.5,82504,16.25,9,7155157,7155157,0,"Public, 4-year or above",,,,,,,,
2014,Florida Atlantic,CUSA (East),NO,No Appearance,NO,NO,3,9,0.25,19.6,4.9,2,6,25%,-10.4,21.7,24.0,16.2,34.4,9.2,24,34.4,-10.4,50,50,67.32,363.1,5.39,30.4,199.5,6.6,56.4,5,125.08,18,36.92,163.58,4.43,14,14,53,14,53,0,0,413,34.4,483,2665,5.52,34,40.25,222.08,404,238,58.9,2864,7.1,18,8,129.2,33.7,238.7,2665,2864,887,5529,6.23,460.8,55,1203,21.87,0,4.6,100.3,23,332,14.43,1,1.9,27.7,36,815,22.64,0,3,67.9,25,222,8.88,0,2.1,18.5,20,14,70,1.7,1.2,1,0.08,7,8,15,13,5,18,-3,-0.25,51,474,4.3,39.5,25%,25%,2495669,6.75,57352,19.98,13,8436120,8436120,0,"Public, 4-year or above",,,,,,,,
2014,Louisiana Tech,CUSA (West),NO,Won,YES,YES,9,5,0.643,27.1,17.4253,7,2,78%,13.6,27.6,38.8,18.2,25.2,12.8,37.4,24.7,12.7,50,50,68.4,400.8,5.86,33.4,252.2,7.6,57.8,13,136.96,30,35,148.57,4.24,32,17,41,21,37,0,0,346,24.7,500,1655,3.31,19,35.71,118.21,528,314,59.5,3420,6.5,19,26,115.9,37.7,244.3,1655,3420,1028,5075,4.94,362.5,44,1067,24.25,1,3.1,76.2,24,199,8.29,0,1.7,14.2,76,1662,21.87,1,5.4,118.7,20,208,10.4,1,1.4,14.9,27,17,63,1.9,1.2,3,0.21,16,26,42,13,13,26,16,1.14,69,555,4.9,39.6,55%,50%,2540646,4.5,91084,15.5,9,6232317,6019967,212350,"Public, 4-year or above",,,,,,,,
2014,Rice,CUSA (West),NO,Won,YES,YES,8,5,0.615,23.1,14.2065,5,3,63%,-1.7,24.1,28.7,11.6,30.3,19.8,28.8,28.5,0.3,50,50,71.02,399.2,5.62,27.1,231.5,8.5,58,8,148.65,25,43.92,167.77,3.82,22,13,48,12,46,0,0,370,28.5,460,1983,4.31,19,35.38,152.54,414,226,54.6,3034,7.3,27,9,133.32,31.8,233.4,1983,3034,874,5017,5.74,385.9,34,667,19.62,0,2.6,51.3,13,99,7.62,0,1,7.6,25,686,27.44,1,1.9,52.8,29,237,8.17,0,2.2,18.2,20,13,65,1.5,1,1,0.08,11,9,20,4,8,12,8,0.62,77,695,5.9,53.5,50%,48%,7762006,6,112329,17,9,11542483,11542483,0,"Private nonprofit, 4-year or above",,,,,,,,
2014,UTEP,CUSA (West),NO,Lost,YES,NO,7,6,0.538,21.2,11.4056,5,3,63%,-0.3,24.0,28.3,11.3,28.7,16.3,26.6,28.1,-1.5,50,50,66.18,350.7,5.3,22.1,142.9,6.5,55.4,6,119.4,12,44.08,207.77,4.71,27,13,49,8,47,0,0,365,28.1,439,2299,5.24,26,33.77,176.85,321,166,51.7,2486,7.7,19,11,129.45,24.7,191.2,2299,2486,760,4785,6.3,368.1,42,926,22.05,2,3.2,71.2,28,142,5.07,0,2.2,10.9,19,332,17.47,0,1.5,25.5,36,374,10.39,1,2.8,28.8,16,13,81.3,1.2,1,1,0.08,10,11,21,6,6,12,9,0.69,65,514,5,39.5,36%,36%,2923800,3.75,106192,13.75,11,11758692,8659023,3099669,"Public, 4-year or above",,,,,,,,
2014,UTSA,CUSA (West),NO,No Appearance,NO,NO,4,8,0.333,18.6,6.1938,3,5,38%,-8.8,17.4,17.1,11.4,25.9,12.9,17.1,25.9,-8.8,50,50,66.37,297.5,4.48,29.7,175.3,5.9,57,12,106.41,7,36.67,122.17,3.33,15,17,36,20,33,1,0,311,25.9,471,1682,3.57,14,39.25,140.17,377,217,57.6,2754,7.3,18,9,129.91,31.4,229.5,1682,2754,848,4436,5.23,369.7,41,875,21.34,0,3.4,72.9,33,149,4.52,0,2.8,12.4,32,653,20.41,0,2.7,54.4,24,115,4.79,0,2,9.6,21,17,81,1.8,1.4,0,0,10,9,19,10,12,22,-3,-0.25,85,789,7.1,65.8,68%,48%,4109714,5.5,75865,17.5,9,7263147,7263147,0,"Public, 4-year or above",,,,,,,,
2014,North Texas,CUSA (West),NO,No Appearance,NO,NO,4,8,0.333,17.7,5.8941,2,6,25%,-2.7,32.1,27.2,17.9,29.8,17.5,27.2,29.8,-2.6,50,50,66.93,325.9,4.87,27.6,172.8,6.3,54.7,13,112.4,13,39.33,153.17,3.89,21,15,48,8,46,0,0,358,29.8,447,1941,4.34,22,37.25,161.75,362,216,59.7,2492,6.9,19,12,128.19,30.2,207.7,1941,2492,809,4433,5.48,369.4,33,767,23.24,1,2.8,63.9,38,298,7.84,1,3.2,24.8,41,671,16.37,0,3.4,55.9,33,353,10.7,1,2.8,29.4,17,15,88.2,1.4,1.3,2,0.17,10,12,22,9,13,22,0,0,63,603,5.3,50.3,41%,46%,2202252,3.5,92144,14,9,9125716,7325765,1799951,"Public, 4-year or above",,,,,,,,
2014,Southern Mississippi,CUSA (West),NO,No Appearance,NO,NO,3,9,0.25,22.7,5.675,1,7,13%,-16.4,20.0,19.0,8.9,35.4,15.5,19,35.4,-16.4,50,50,71.53,365,5.1,40.2,269.3,6.7,57.5,15,117.15,14,31.33,95.75,3.06,9,19,56,12,53,0,0,425,35.4,482,2596,5.39,28,40.17,216.33,363,231,63.6,2821,7.8,23,7,145.97,30.3,235.1,2596,2821,845,5417,6.41,451.4,45,979,21.76,1,3.8,81.6,17,152,8.94,0,1.4,12.7,34,1011,29.74,2,2.8,84.3,18,121,6.72,0,1.5,10.1,25,19,76,2.1,1.6,3,0.25,9,7,16,11,15,26,-10,-0.83,77,731,6.4,60.9,17%,17%,2964014,5.5,89697,16.5,13,7395942,7395942,0,"Public, 4-year or above",,,,,,,,
2014,Notre Dame,Ind,NO,Won,YES,YES,8,5,0.615,31.6,19.434,1,0,100%,3.8,19.7,33.0,11.7,29.3,17.1,32.8,29.2,3.6,17,5,72.83,444.9,6.11,35.6,285.5,8,59.8,14,142.49,30,37.23,159.46,4.28,24,14,49,12,43,3,0,379,29.2,525,2225,4.24,21,40.38,171.15,413,249,60.3,3029,7.3,23,16,132.53,31.8,233,2225,3029,938,5254,5.6,404.2,45,921,20.47,0,3.5,70.8,23,195,8.48,0,1.8,15,26,609,23.42,1,2,46.8,9,48,5.33,0,0.7,3.7,24,14,58.3,1.8,1.1,6,0.46,7,16,23,12,14,26,-3,-0.23,58,487,4.5,37.5,74%,69%,11403948,10.6,231750,30.5,13,80558922,32761396,47797526,"Private nonprofit, 4-year or above",,,,,,,,
2014,Navy,Ind,NO,Won,YES,YES,8,5,0.615,20.6,12.669,1,1,50%,4.8,17.0,33.1,12.2,28.3,11.2,31.8,27.3,4.5,50,50,65.92,419.5,6.36,10,81.4,8.1,47.7,5,131.21,9,55.92,338.08,6.05,45,9,45,15,40,0,0,355,27.3,522,2582,4.95,18,40.15,198.62,379,247,65.2,2668,7,22,13,136.61,29.2,205.2,2582,2668,901,5250,5.83,403.8,41,835,20.37,0,3.2,64.2,10,34,3.4,0,0.8,2.6,52,1157,22.25,0,4,89,16,97,6.06,1,1.2,7.5,14,9,64.3,1.1,0.7,3,0.23,5,13,18,17,5,22,-4,-0.31,33,324,2.5,24.9,62%,62%,,,,,,,,,#N/A,,,,,,,,
